"Notes"	"County"	"County Code"	"Gender"	"Gender Code"	"Drug/Alcohol Induced"	"Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Spartanburg County, SC"	"45083"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	3067	326226	940.15	0.05%
	"Spartanburg County, SC"	"45083"	"Male"	"M"	"Drug-induced causes"	"D"	107	307447	34.80	0.00%
	"Spartanburg County, SC"	"45083"	"Male"	"M"	"Alcohol-induced causes"	"A"	50	307447	16.26	0.00%
	"Spartanburg County, SC"	"45083"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	3195	307447	1039.20	0.06%
	"Sumter County, SC"	"45085"	"Female"	"F"	"Drug-induced causes"	"D"	21	110673	18.97	0.00%
	"Sumter County, SC"	"45085"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	1129	110673	1020.12	0.02%
	"Sumter County, SC"	"45085"	"Male"	"M"	"Drug-induced causes"	"D"	40	102560	39.00	0.00%
	"Sumter County, SC"	"45085"	"Male"	"M"	"Alcohol-induced causes"	"A"	15	102560	Unreliable	0.00%
	"Sumter County, SC"	"45085"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	1117	102560	1089.12	0.02%
	"Union County, SC"	"45087"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	370	28806	1284.45	0.01%
	"Union County, SC"	"45087"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	405	25920	1562.50	0.01%
	"Williamsburg County, SC"	"45089"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	416	32063	1297.45	0.01%
	"Williamsburg County, SC"	"45089"	"Male"	"M"	"Drug-induced causes"	"D"	12	28911	Unreliable	0.00%
	"Williamsburg County, SC"	"45089"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	427	28911	1476.95	0.01%
	"York County, SC"	"45091"	"Female"	"F"	"Drug-induced causes"	"D"	52	287310	18.10	0.00%
	"York County, SC"	"45091"	"Female"	"F"	"Alcohol-induced causes"	"A"	20	287310	6.96	0.00%
	"York County, SC"	"45091"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	2055	287310	715.26	0.04%
	"York County, SC"	"45091"	"Male"	"M"	"Drug-induced causes"	"D"	83	267787	30.99	0.00%
	"York County, SC"	"45091"	"Male"	"M"	"Alcohol-induced causes"	"A"	40	267787	14.94	0.00%
	"York County, SC"	"45091"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	2160	267787	806.61	0.04%
	"Aurora County, SD"	"46003"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	31	2606	1189.56	0.00%
	"Aurora County, SD"	"46003"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	37	2946	1255.94	0.00%
	"Beadle County, SD"	"46005"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	206	18371	1121.33	0.00%
	"Beadle County, SD"	"46005"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	171	18965	901.66	0.00%
	"Bennett County, SD"	"46007"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	29	3480	833.33	0.00%
	"Bennett County, SD"	"46007"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	39	3353	1163.14	0.00%
	"Bon Homme County, SD"	"46009"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	83	5663	1465.65	0.00%
	"Bon Homme County, SD"	"46009"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	83	8218	1009.98	0.00%
	"Brookings County, SD"	"46011"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	199	33990	585.47	0.00%
	"Brookings County, SD"	"46011"	"Male"	"M"	"Alcohol-induced causes"	"A"	10	36319	Unreliable	0.00%
	"Brookings County, SD"	"46011"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	190	36319	523.14	0.00%
	"Brown County, SD"	"46013"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	357	39672	899.88	0.01%
	"Brown County, SD"	"46013"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	338	38483	878.31	0.01%
	"Brule County, SD"	"46015"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	53	5271	1005.50	0.00%
	"Brule County, SD"	"46015"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	50	5255	951.47	0.00%
	"Buffalo County, SD"	"46017"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	24	2017	1189.89	0.00%
	"Buffalo County, SD"	"46017"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	18	1981	Unreliable	0.00%
	"Butte County, SD"	"46019"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	104	10155	1024.13	0.00%
	"Butte County, SD"	"46019"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	119	10496	1133.77	0.00%
	"Campbell County, SD"	"46021"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	11	1326	Unreliable	0.00%
	"Campbell County, SD"	"46021"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	16	1427	Unreliable	0.00%
	"Charles Mix County, SD"	"46023"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	99	9283	1066.47	0.00%
	"Charles Mix County, SD"	"46023"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	112	9347	1198.25	0.00%
	"Clark County, SD"	"46025"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	38	3635	1045.39	0.00%
	"Clark County, SD"	"46025"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	39	3840	1015.62	0.00%
	"Clay County, SD"	"46027"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	89	14065	632.78	0.00%
	"Clay County, SD"	"46027"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	105	14046	747.54	0.00%
	"Codington County, SD"	"46029"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	242	27882	867.94	0.00%
	"Codington County, SD"	"46029"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	258	28142	916.78	0.00%
	"Corson County, SD"	"46031"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	37	4131	895.67	0.00%
	"Corson County, SD"	"46031"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	54	4120	1310.68	0.00%
	"Custer County, SD"	"46033"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	94	8916	1054.28	0.00%
	"Custer County, SD"	"46033"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	113	8782	1286.72	0.00%
	"Davison County, SD"	"46035"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	232	19785	1172.61	0.00%
	"Davison County, SD"	"46035"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	236	19780	1193.12	0.00%
	"Day County, SD"	"46037"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	70	5367	1304.27	0.00%
	"Day County, SD"	"46037"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	79	5562	1420.35	0.00%
	"Deuel County, SD"	"46039"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	45	4183	1075.78	0.00%
	"Deuel County, SD"	"46039"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	47	4505	1043.29	0.00%
	"Dewey County, SD"	"46041"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	46	5953	772.72	0.00%
	"Dewey County, SD"	"46041"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	50	5843	855.72	0.00%
	"Douglas County, SD"	"46043"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	49	2946	1663.27	0.00%
	"Douglas County, SD"	"46043"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	38	2910	1305.84	0.00%
	"Edmunds County, SD"	"46045"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	42	3850	1090.91	0.00%
	"Edmunds County, SD"	"46045"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	39	3854	1011.94	0.00%
	"Fall River County, SD"	"46047"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	92	6661	1381.17	0.00%
	"Fall River County, SD"	"46047"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	142	6810	2085.17	0.00%
	"Faulk County, SD"	"46049"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	34	2322	1464.25	0.00%
	"Faulk County, SD"	"46049"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	29	2307	1257.04	0.00%
	"Grant County, SD"	"46051"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	84	6751	1244.26	0.00%
	"Grant County, SD"	"46051"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	96	7448	1288.94	0.00%
	"Gregory County, SD"	"46053"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	59	4076	1447.50	0.00%
	"Gregory County, SD"	"46053"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	62	4321	1434.85	0.00%
	"Haakon County, SD"	"46055"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	24	1920	1250.00	0.00%
	"Haakon County, SD"	"46055"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	26	1897	1370.59	0.00%
	"Hamlin County, SD"	"46057"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	64	5979	1070.41	0.00%
	"Hamlin County, SD"	"46057"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	70	6296	1111.82	0.00%
	"Hand County, SD"	"46059"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	48	3237	1482.85	0.00%
	"Hand County, SD"	"46059"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	41	3216	1274.88	0.00%
	"Hanson County, SD"	"46061"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	16	3406	Unreliable	0.00%
	"Hanson County, SD"	"46061"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	25	3423	730.35	0.00%
	"Hughes County, SD"	"46065"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	180	17854	1008.18	0.00%
	"Hughes County, SD"	"46065"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	174	17322	1004.50	0.00%
	"Hutchinson County, SD"	"46067"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	123	7475	1645.48	0.00%
	"Hutchinson County, SD"	"46067"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	95	7196	1320.18	0.00%
	"Hyde County, SD"	"46069"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	27	1242	2173.91	0.00%
	"Hyde County, SD"	"46069"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	14	1341	Unreliable	0.00%
	"Jackson County, SD"	"46071"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	18	3314	Unreliable	0.00%
	"Jackson County, SD"	"46071"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	30	3337	899.01	0.00%
	"Jerauld County, SD"	"46073"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	37	2017	1834.41	0.00%
	"Jerauld County, SD"	"46073"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	30	2039	1471.31	0.00%
	"Jones County, SD"	"46075"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	13	915	Unreliable	0.00%
	"Kingsbury County, SD"	"46077"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	44	4803	916.09	0.00%
	"Kingsbury County, SD"	"46077"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	68	5055	1345.20	0.00%
	"Lake County, SD"	"46079"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	98	12378	791.73	0.00%
	"Lake County, SD"	"46079"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	108	13476	801.42	0.00%
	"Lawrence County, SD"	"46081"	"Female"	"F"	"Alcohol-induced causes"	"A"	11	25767	Unreliable	0.00%
	"Lawrence County, SD"	"46081"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	233	25767	904.26	0.00%
	"Lawrence County, SD"	"46081"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	230	25818	890.85	0.00%
	"Lincoln County, SD"	"46083"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	246	60557	406.23	0.00%
	"Lincoln County, SD"	"46083"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	314	59378	528.82	0.01%
	"Lyman County, SD"	"46085"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	29	3645	795.61	0.00%
	"Lyman County, SD"	"46085"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	45	3957	1137.23	0.00%
	"McCook County, SD"	"46087"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	62	5563	1114.51	0.00%
	"McCook County, SD"	"46087"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	85	5569	1526.31	0.00%
	"McPherson County, SD"	"46089"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	43	2405	1787.94	0.00%
	"McPherson County, SD"	"46089"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	26	2381	1091.98	0.00%
	"Marshall County, SD"	"46091"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	38	4669	813.88	0.00%
	"Marshall County, SD"	"46091"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	38	5378	706.58	0.00%
	"Meade County, SD"	"46093"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	203	27159	747.45	0.00%
	"Meade County, SD"	"46093"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	239	29467	811.08	0.00%
	"Mellette County, SD"	"46095"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	24	1987	1207.85	0.00%
	"Mellette County, SD"	"46095"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	29	2116	1370.51	0.00%
	"Miner County, SD"	"46097"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	35	2131	1642.42	0.00%
	"Miner County, SD"	"46097"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	32	2298	1392.52	0.00%
	"Minnehaha County, SD"	"46099"	"Female"	"F"	"Drug-induced causes"	"D"	19	190999	Unreliable	0.00%
	"Minnehaha County, SD"	"46099"	"Female"	"F"	"Alcohol-induced causes"	"A"	30	190999	15.71	0.00%
	"Minnehaha County, SD"	"46099"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	1458	190999	763.35	0.03%
	"Minnehaha County, SD"	"46099"	"Male"	"M"	"Drug-induced causes"	"D"	35	195011	17.95	0.00%
	"Minnehaha County, SD"	"46099"	"Male"	"M"	"Alcohol-induced causes"	"A"	54	195011	27.69	0.00%
	"Minnehaha County, SD"	"46099"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	1503	195011	770.73	0.03%
	"Moody County, SD"	"46101"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	52	6583	789.91	0.00%
	"Moody County, SD"	"46101"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	69	6572	1049.91	0.00%
	"Pennington County, SD"	"46103"	"Female"	"F"	"Alcohol-induced causes"	"A"	24	111994	21.43	0.00%
	"Pennington County, SD"	"46103"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	941	111994	840.22	0.02%
	"Pennington County, SD"	"46103"	"Male"	"M"	"Drug-induced causes"	"D"	12	113510	Unreliable	0.00%
	"Pennington County, SD"	"46103"	"Male"	"M"	"Alcohol-induced causes"	"A"	28	113510	24.67	0.00%
	"Pennington County, SD"	"46103"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	1015	113510	894.19	0.02%
	"Perkins County, SD"	"46105"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	34	2883	1179.33	0.00%
	"Perkins County, SD"	"46105"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	39	2904	1342.98	0.00%
	"Potter County, SD"	"46107"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	32	2206	1450.59	0.00%
	"Potter County, SD"	"46107"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	24	2154	1114.21	0.00%
	"Roberts County, SD"	"46109"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	108	10300	1048.54	0.00%
	"Roberts County, SD"	"46109"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	112	10541	1062.52	0.00%
	"Sanborn County, SD"	"46111"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	26	2292	1134.38	0.00%
	"Sanborn County, SD"	"46111"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	28	2481	1128.58	0.00%
	"Shannon County, SD"	"46113"	"Female"	"F"	"Alcohol-induced causes"	"A"	18	14515	Unreliable	0.00%
	"Shannon County, SD"	"46113"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	94	14515	647.61	0.00%
	"Shannon County, SD"	"46113"	"Male"	"M"	"Alcohol-induced causes"	"A"	16	13971	Unreliable	0.00%
	"Shannon County, SD"	"46113"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	151	13971	1080.81	0.00%
	"Spink County, SD"	"46115"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	66	6418	1028.36	0.00%
	"Spink County, SD"	"46115"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	73	6453	1131.26	0.00%
	"Stanley County, SD"	"46117"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	13	2990	Unreliable	0.00%
	"Stanley County, SD"	"46117"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	20	3130	638.98	0.00%
	"Sully County, SD"	"46119"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	10	1321	Unreliable	0.00%
	"Sully County, SD"	"46119"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	14	1462	Unreliable	0.00%
	"Todd County, SD"	"46121"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	83	10530	788.22	0.00%
	"Todd County, SD"	"46121"	"Male"	"M"	"Alcohol-induced causes"	"A"	10	9930	Unreliable	0.00%
	"Todd County, SD"	"46121"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	93	9930	936.56	0.00%
	"Tripp County, SD"	"46123"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	77	5428	1418.57	0.00%
	"Tripp County, SD"	"46123"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	74	5491	1347.66	0.00%
	"Turner County, SD"	"46125"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	106	8363	1267.49	0.00%
	"Turner County, SD"	"46125"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	92	8445	1089.40	0.00%
	"Union County, SD"	"46127"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	127	15623	812.90	0.00%
	"Union County, SD"	"46127"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	135	15928	847.56	0.00%
	"Walworth County, SD"	"46129"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	69	5522	1249.55	0.00%
	"Walworth County, SD"	"46129"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	68	5500	1236.36	0.00%
	"Yankton County, SD"	"46135"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	253	21901	1155.20	0.00%
	"Yankton County, SD"	"46135"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	254	23782	1068.03	0.00%
	"Ziebach County, SD"	"46137"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	11	2756	Unreliable	0.00%
	"Ziebach County, SD"	"46137"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	21	2742	765.86	0.00%
	"Anderson County, TN"	"47001"	"Female"	"F"	"Drug-induced causes"	"D"	35	78734	44.45	0.00%
	"Anderson County, TN"	"47001"	"Female"	"F"	"Alcohol-induced causes"	"A"	19	78734	Unreliable	0.00%
	"Anderson County, TN"	"47001"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	993	78734	1261.21	0.02%
	"Anderson County, TN"	"47001"	"Male"	"M"	"Drug-induced causes"	"D"	32	74726	42.82	0.00%
	"Anderson County, TN"	"47001"	"Male"	"M"	"Alcohol-induced causes"	"A"	29	74726	38.81	0.00%
	"Anderson County, TN"	"47001"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	975	74726	1304.77	0.02%
	"Bedford County, TN"	"47003"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	466	50147	929.27	0.01%
	"Bedford County, TN"	"47003"	"Male"	"M"	"Drug-induced causes"	"D"	17	48604	Unreliable	0.00%
	"Bedford County, TN"	"47003"	"Male"	"M"	"Alcohol-induced causes"	"A"	12	48604	Unreliable	0.00%
	"Bedford County, TN"	"47003"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	524	48604	1078.10	0.01%
	"Benton County, TN"	"47005"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	242	16514	1465.42	0.00%
	"Benton County, TN"	"47005"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	268	15830	1692.99	0.00%
	"Bledsoe County, TN"	"47007"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	146	12157	1200.95	0.00%
	"Bledsoe County, TN"	"47007"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	154	17662	871.93	0.00%
	"Blount County, TN"	"47009"	"Female"	"F"	"Drug-induced causes"	"D"	43	136068	31.60	0.00%
	"Blount County, TN"	"47009"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	1446	136068	1062.70	0.03%
	"Blount County, TN"	"47009"	"Male"	"M"	"Drug-induced causes"	"D"	60	128369	46.74	0.00%
	"Blount County, TN"	"47009"	"Male"	"M"	"Alcohol-induced causes"	"A"	25	128369	19.48	0.00%
	"Blount County, TN"	"47009"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	1493	128369	1163.05	0.03%
	"Bradley County, TN"	"47011"	"Female"	"F"	"Drug-induced causes"	"D"	23	110343	20.84	0.00%
	"Bradley County, TN"	"47011"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	1094	110343	991.45	0.02%
	"Bradley County, TN"	"47011"	"Male"	"M"	"Drug-induced causes"	"D"	33	104494	31.58	0.00%
	"Bradley County, TN"	"47011"	"Male"	"M"	"Alcohol-induced causes"	"A"	16	104494	Unreliable	0.00%
	"Bradley County, TN"	"47011"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	1176	104494	1125.42	0.02%
	"Campbell County, TN"	"47013"	"Female"	"F"	"Drug-induced causes"	"D"	13	40399	Unreliable	0.00%
	"Campbell County, TN"	"47013"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	558	40399	1381.22	0.01%
	"Campbell County, TN"	"47013"	"Male"	"M"	"Drug-induced causes"	"D"	16	39026	Unreliable	0.00%
	"Campbell County, TN"	"47013"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	622	39026	1593.81	0.01%
	"Cannon County, TN"	"47015"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	157	14641	1072.33	0.00%
	"Cannon County, TN"	"47015"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	181	14499	1248.36	0.00%
	"Carroll County, TN"	"47017"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	425	28485	1492.01	0.01%
	"Carroll County, TN"	"47017"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	399	27302	1461.43	0.01%
	"Carter County, TN"	"47019"	"Female"	"F"	"Drug-induced causes"	"D"	17	57461	Unreliable	0.00%
	"Carter County, TN"	"47019"	"Female"	"F"	"Alcohol-induced causes"	"A"	10	57461	Unreliable	0.00%
	"Carter County, TN"	"47019"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	743	57461	1293.05	0.01%
	"Carter County, TN"	"47019"	"Male"	"M"	"Drug-induced causes"	"D"	20	55281	36.18	0.00%
	"Carter County, TN"	"47019"	"Male"	"M"	"Alcohol-induced causes"	"A"	25	55281	45.22	0.00%
	"Carter County, TN"	"47019"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	796	55281	1439.92	0.01%
	"Cheatham County, TN"	"47021"	"Female"	"F"	"Drug-induced causes"	"D"	20	40868	48.94	0.00%
	"Cheatham County, TN"	"47021"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	386	40868	944.50	0.01%
	"Cheatham County, TN"	"47021"	"Male"	"M"	"Drug-induced causes"	"D"	31	40238	77.04	0.00%
	"Cheatham County, TN"	"47021"	"Male"	"M"	"Alcohol-induced causes"	"A"	15	40238	Unreliable	0.00%
	"Cheatham County, TN"	"47021"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	432	40238	1073.61	0.01%
	"Chester County, TN"	"47023"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	204	17970	1135.23	0.00%
	"Chester County, TN"	"47023"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	196	16603	1180.51	0.00%
	"Claiborne County, TN"	"47025"	"Female"	"F"	"Drug-induced causes"	"D"	11	32519	Unreliable	0.00%
	"Claiborne County, TN"	"47025"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	388	32519	1193.15	0.01%
	"Claiborne County, TN"	"47025"	"Male"	"M"	"Drug-induced causes"	"D"	16	31196	Unreliable	0.00%
	"Claiborne County, TN"	"47025"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	427	31196	1368.77	0.01%
	"Clay County, TN"	"47027"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	109	7797	1397.97	0.00%
	"Clay County, TN"	"47027"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	103	7535	1366.95	0.00%
	"Cocke County, TN"	"47029"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	493	37027	1331.46	0.01%
	"Cocke County, TN"	"47029"	"Male"	"M"	"Drug-induced causes"	"D"	11	34751	Unreliable	0.00%
	"Cocke County, TN"	"47029"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	583	34751	1677.65	0.01%
	"Coffee County, TN"	"47031"	"Female"	"F"	"Drug-induced causes"	"D"	14	57433	Unreliable	0.00%
	"Coffee County, TN"	"47031"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	630	57433	1096.93	0.01%
	"Coffee County, TN"	"47031"	"Male"	"M"	"Drug-induced causes"	"D"	20	54787	36.51	0.00%
	"Coffee County, TN"	"47031"	"Male"	"M"	"Alcohol-induced causes"	"A"	15	54787	Unreliable	0.00%
	"Coffee County, TN"	"47031"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	691	54787	1261.25	0.01%
	"Crockett County, TN"	"47033"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	198	14938	1325.48	0.00%
	"Crockett County, TN"	"47033"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	185	13620	1358.30	0.00%
	"Cumberland County, TN"	"47035"	"Female"	"F"	"Drug-induced causes"	"D"	14	61599	Unreliable	0.00%
	"Cumberland County, TN"	"47035"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	779	61599	1264.63	0.01%
	"Cumberland County, TN"	"47035"	"Male"	"M"	"Drug-induced causes"	"D"	17	58594	Unreliable	0.00%
	"Cumberland County, TN"	"47035"	"Male"	"M"	"Alcohol-induced causes"	"A"	15	58594	Unreliable	0.00%
